FLJ21201	APOBEC3B
NM_004900.4	APOBEC3B
NP_004891	APOBEC3B
NP_004891.4	APOBEC3B
PHRBNL	APOBEC3B
Q9UH17	APOBEC3B
AIS	AR
CCDS14387.1	AR
DHTR	AR
ENSG00000169083.16	AR
HUMARA	AR
NM_000044.3	AR
NP_000035	AR
NR3C4	AR
P10275	AR
SBMA	AR
SMAX1	AR
ARAF1	ARAF
CCDS75970.1	ARAF
ENSG00000078061.12	ARAF
NM_001256196.1	ARAF
NP_001243125	ARAF
CCDS4277.1	ARHGAP26
ENSG00000145819.16	ARHGAP26
GRAF	ARHGAP26
KIAA0621	ARHGAP26
OPHN1L	ARHGAP26
OPHN1L1	ARHGAP26
Q9UNA1	ARHGAP26
CCDS46127.1	ARHGAP35
ENSG00000160007.18	ARHGAP35
GRF-1	ARHGAP35
GRLF1	ARHGAP35
KIAA1722	ARHGAP35
NM_004491.4	ARHGAP35
NP_004482	ARHGAP35
P190A	ARHGAP35
Q9NRY4	ARHGAP35
p190ARhoGAP	ARHGAP35
p190RhoGAP	ARHGAP35
CCDS32062.1	ARHGAP5
ENSG00000100852.12	ARHGAP5
GFI2	ARHGAP5
NM_001030055.1	ARHGAP5
NP_001025226	ARHGAP5
Q13017	ARHGAP5
RhoGAP5	ARHGAP5
p190-B	ARHGAP5
p190BRhoGAP	ARHGAP5
CCDS78296.1	ARHGEF10
ENSG00000104728.15	ARHGEF10
Gef10	ARHGEF10
KIAA0294	ARHGEF10
NM_001308153.1	ARHGEF10
NP_001295082	ARHGEF10
O15013	ARHGEF10
CCDS182.1	ARHGEF10L
ENSG00000074964.16	ARHGEF10L
FLJ10521	ARHGEF10L
KIAA1626	ARHGEF10L
NM_018125.3	ARHGEF10L
NP_060595	ARHGEF10L
Q9HCE6	ARHGEF10L
CCDS41727.1	ARHGEF12
ENSG00000196914.8	ARHGEF12
KIAA0382	ARHGEF12
LARG	ARHGEF12
NM_015313.2	ARHGEF12
NP_056128	ARHGEF12
Q9NZN5	ARHGEF12
B120	ARID1A
BAF250	ARID1A
BAF250a	ARID1A
C10rf4	ARID1A
C1orf4	ARID1A
CCDS285.1	ARID1A
ENSG00000117713.19	ARID1A
NM_006015.4	ARID1A
NP_006006	ARID1A
O14497	ARID1A
P270	ARID1A
SMARCF1	ARID1A
6A3-5	ARID1B
BAF250b	ARID1B
CCDS55072.1	ARID1B
DAN15	ARID1B
ELD/OSA1	ARID1B
ENSG00000049618.22	ARID1B
KIAA1235	ARID1B
NM_020732.3	ARID1B
NP_065783	ARID1B
Q8NFD5	ARID1B
p250R	ARID1B
BAF200	ARID2
CCDS31783.1	ARID2
DKFZp686G052	ARID2
ENSG00000189079.15	ARID2
FLJ30619	ARID2
KIAA1557	ARID2
NM_152641.2	ARID2
NP_689854	ARID2
Q68CP9	ARID2
CCDS970.1	ARNT
ENSG00000143437.20	ARNT
HIF-1beta	ARNT
NM_001668.3	ARNT
NP_001659	ARNT
NP_001337154.1	ARNT
NP_001337155.1	ARNT
NP_001337153.1	ARNT
P27540	ARNT
bHLHe2	ARNT
ASP	ASPM
CCDS1389.1	ASPM
Calmbp1	ASPM
ENSG00000066279.17	ASPM
FLJ10517	ASPM
FLJ10549	ASPM
MCPH5	ASPM
NM_018136.4	ASPM
NP_060606	ASPM
Q8IZT6	ASPM
ASPL	ASPSCR1
ASPS	ASPSCR1
CCDS58611.1	ASPSCR1
ENSG00000169696.15	ASPSCR1
NM_001251888.1	ASPSCR1
NP_001238817	ASPSCR1
Q9BZE9	ASPSCR1
TUG	ASPSCR1
UBXD9	ASPSCR1
UBXN9	ASPSCR1
CCDS13201.1	ASXL1
ENSG00000171456.17	ASXL1
KIAA0978	ASXL1
NM_015338.5	ASXL1
NP_056153	ASXL1
Q8IXJ9	ASXL1
ASXH2	ASXL2
ENSG00000143970.16	ASXL2
FLJ10898	ASXL2
KIAA1685	ASXL2
Q76L83	ASXL2
CCDS8803.1	ATF1
ENSG00000123268.8	ATF1
NM_005171.4	ATF1
NP_005162	ATF1
P18846	ATF1
TREB36	ATF1
AICARFT	ATIC
CCDS2398.1	ATIC
ENSG00000138363.14	ATIC
IMPCHASE	ATIC
NM_004044.6	ATIC
NP_004035	ATIC
P31939	ATIC
PURH	ATIC
ATA	ATM
ATC	ATM
ATD	ATM
ATDC	ATM
CCDS31669.1	ATM
ENSG00000149311.18	ATM
NM_000051.3	ATM
NP_000042	ATM
Q13315	ATM
TEL1	ATM
TELO1	ATM
CCDS53351.1	ATP1A1
ENSG00000163399.15	ATP1A1
NM_001160233.1	ATP1A1
NP_001153705	ATP1A1
P05023	ATP1A1
CCDS35440.1	ATP2B3
CFAP39	ATP2B3
CLA2	ATP2B3
ENSG00000067842.17	ATP2B3
NM_001001344.2	ATP2B3
NP_001001344	ATP2B3
PMCA3	ATP2B3
Q16720	ATP2B3
SCAX1	ATP2B3
CCDS3124.1	ATR
ENSG00000175054.14	ATR
FRP1	ATR
MEC1	ATR
NM_001184.3	ATR
NP_001175	ATR
Q13535	ATR
SCKL	ATR
SCKL1	ATR
CCDS14434.1	ATRX
ENSG00000085224.21	ATRX
JMS	ATRX
MRX52	ATRX
NM_000489.4	ATRX
NP_000480	ATRX
P46100	ATRX
RAD54	ATRX
XH2	ATRX
XNP	ATRX
CCDS10405.1	AXIN1
ENSG00000103126.14	AXIN1
NM_003502.3	AXIN1
NP_003493	AXIN1
O15169	AXIN1
PPP1R49	AXIN1
CCDS11662.1	AXIN2
DKFZp781B0869	AXIN2
ENSG00000168646.12	AXIN2
MGC126582	AXIN2
NM_004655.3	AXIN2
NP_004646	AXIN2
Q9Y2T1	AXIN2
CCDS10113.1	B2M
ENSG00000166710.17	B2M
NM_004048.2	B2M
NP_004039	B2M
P61769	B2M
CCDS2853.1	BAP1
ENSG00000163930.9	BAP1
KIAA0272	BAP1
NM_004656.3	BAP1
NP_004647	BAP1
Q92560	BAP1
UCHL2	BAP1
hucep-6	BAP1
CCDS2397.1	BARD1
ENSG00000138376.10	BARD1
NM_000465.3	BARD1
NP_000456	BARD1
Q99728	BARD1
BCL2L4	BAX
CCDS12744.1	BAX
ENSG00000087088.19	BAX
NM_004324.3	BAX
NP_004315	BAX
Q07812	BAX
ACF1	BAZ1A
CCDS9651.1	BAZ1A
ENSG00000198604.10	BAZ1A
NM_013448.2	BAZ1A
NP_038476	BAZ1A
Q9NRL2	BAZ1A
WALp1	BAZ1A
WCRF180	BAZ1A
hACF1	BAZ1A
CARMEN	BCL10
CCDS704.1	BCL10
CIPER	BCL10
CLAP	BCL10
ENSG00000142867.12	BCL10
NM_003921.4	BCL10
NP_003912	BCL10
NP_001307644.1	BCL10
O95999	BCL10
c-E10	BCL10
mE10	BCL10
BCL11A-L	BCL11A
BCL11A-S	BCL11A
BCL11A-XL	BCL11A
CCDS1862.1	BCL11A
CTIP1	BCL11A
ENSG00000119866.21	BCL11A
EVI9	BCL11A
HBFQTL5	BCL11A
NM_022893.3	BCL11A
NP_075044	BCL11A
ZNF856	BCL11A
CCDS9950.1	BCL11B
CTIP-2	BCL11B
CTIP2	BCL11B
ENSG00000127152.17	BCL11B
NM_138576.3	BCL11B
NP_612808	BCL11B
NP_001269166.1	BCL11B
Q9C0K0	BCL11B
ZNF856B	BCL11B
hRIT1-alpha	BCL11B
Bcl-2	BCL2
CCDS11981.1	BCL2
ENSG00000171791.12	BCL2
NM_000633.2	BCL2
NP_000624	BCL2
P10415	BCL2
PPP1R50	BCL2
CCDS12776.1	BCL2L12
ENSG00000126453.9	BCL2L12
NM_138639.1	BCL2L12
NP_619580	BCL2L12
Q9HB09	BCL2L12
BCL4	BCL3
CCDS12642.2	BCL3
D19S37	BCL3
ENSG00000069399.14	BCL3
NM_005178.4	BCL3
NP_005169	BCL3
P20749	BCL3
BCL5	BCL6
BCL6A	BCL6
CCDS3289.1	BCL6
ENSG00000113916.17	BCL6
LAZ3	BCL6
NM_001706.4	BCL6
NP_001697	BCL6
P41182	BCL6
ZBTB27	BCL6
ZNF51	BCL6
BCL7	BCL7A
CCDS9226.1	BCL7A
ENSG00000110987.8	BCL7A
NM_020993.4	BCL7A
NP_066273	BCL7A
Q4VC05	BCL7A
CCDS30833.1	BCL9
ENSG00000116128.10	BCL9
NM_004326.3	BCL9
NP_004317	BCL9
O00512	BCL9
CCDS8403.1	BCL9L
DLNB11	BCL9L
ENSG00000186174.12	BCL9L
NM_182557.2	BCL9L
NP_872363	BCL9L
Q86UU0	BCL9L
BTF	BCLAF1
CCDS5177.1	BCLAF1
ENSG00000029363.16	BCLAF1
KIAA0164	BCLAF1
NM_014739.2	BCLAF1
NP_055554	BCLAF1
Q9NYF8	BCLAF1
CCDS48093.1	BCOR
ENSG00000183337.16	BCOR
FLJ20285	BCOR
KIAA1575	BCOR
NM_001123385.1	BCOR
NP_001116857	BCOR
Q6W2J9	BCOR
CCDS14616.1	BCORL1
CXorf10	BCORL1
ENSG00000085185.15	BCORL1
FLJ11362	BCORL1
NM_021946.4	BCORL1
NP_068765	BCORL1
NP_001171701.1	BCORL1
Q5H9F3	BCORL1
ALL	BCR
BCR1	BCR
CCDS13806.1	BCR
CML	BCR
D22S11	BCR
D22S662	BCR
ENSG00000186716.20	BCR
NM_004327.3	BCR
NP_004318	BCR
P11274	BCR
PHL	BCR
API2	BIRC3
CCDS8315.1	BIRC3
ENSG00000023445.13	BIRC3
MALT2	BIRC3
MIHC	BIRC3
Q13489	BIRC3
RNF49	BIRC3
c-IAP2	BIRC3
cIAP2	BIRC3
hiap-1	BIRC3
BRUCE	BIRC6
CCDS33175.2	BIRC6
ENSG00000115760.13	BIRC6
NM_016252.3	BIRC6
NP_057336	BIRC6
Q9NR09	BIRC6
BS	BLM
CCDS10363.1	BLM
ENSG00000197299.10	BLM
NM_001287248.1	BLM
NP_001274175	BLM
NP_000048	BLM
NP_001274177.1	BLM
P54132	BLM
RECQ2	BLM
RECQL3	BLM
CCDS4958.1	BMP5
ENSG00000112175.7	BMP5
NM_021073.2	BMP5
NP_066551	BMP5
P22003	BMP5
ACVRLK3	BMPR1A
ALK3	BMPR1A
CCDS7378.1	BMPR1A
CD292	BMPR1A
ENSG00000107779.13	BMPR1A
NM_004329.2	BMPR1A
NP_004320	BMPR1A
P36894	BMPR1A
BRAF1	BRAF
CCDS5863.1	BRAF
ENSG00000157764.13	BRAF
NM_004333.4	BRAF
NP_004324	BRAF
BRCC1	BRCA1
CCDS11456.2	BRCA1
ENSG00000012048.21	BRCA1
FANCS	BRCA1
NM_007300.3	BRCA1
NP_009231	BRCA1
P38398	BRCA1
PPP1R53	BRCA1
RNF53	BRCA1
BRCC2	BRCA2
CCDS9344.1	BRCA2
ENSG00000139618.14	BRCA2
FACD	BRCA2
FAD	BRCA2
FAD1	BRCA2
FANCD	BRCA2
FANCD1	BRCA2
P51587	BRCA2
XRCC11	BRCA2
CCDS6980.1	BRD3
ENSG00000169925.16	BRD3
KIAA0043	BRD3
NM_007371.3	BRD3
NP_031397	BRD3
ORFX	BRD3
Q15059	BRD3
RING3L	BRD3
CAP	BRD4
CCDS12328.1	BRD4
ENSG00000141867.17	BRD4
HUNK1	BRD4
HUNKI	BRD4
MCAP	BRD4
NM_058243.2	BRD4
NP_490597	BRD4
O60885	BRD4
BACH1	BRIP1
CCDS11631.1	BRIP1
ENSG00000136492.8	BRIP1
FANCJ	BRIP1
NM_032043.2	BRIP1
NP_114432	BRIP1
OF	BRIP1
Q9BX63	BRIP1
APRO2	BTG1
CCDS9043.1	BTG1
ENSG00000133639.4	BTG1
NM_001731.2	BTG1
NP_001722	BTG1
P62324	BTG1
APRO1	BTG2
CCDS1437.1	BTG2
ENSG00000159388.5	BTG2
MGC126063	BTG2
MGC126064	BTG2
NM_006763.2	BTG2
NP_006754	BTG2
P78543	BTG2
PC3	BTG2
TIS21	BTG2
AGMX1	BTK
ATK	BTK
CCDS76003.1	BTK
ENSG00000010671.15	BTK
IMD1	BTK
NM_001287344.1	BTK
NP_001274273	BTK
PSCTK1	BTK
Q06187	BTK
XLA	BTK
BUBR1	BUB1B
Bub1A	BUB1B
CCDS10053.1	BUB1B
ENSG00000156970.12	BUB1B
MAD3L	BUB1B
NM_001211.5	BUB1B
NP_001202	BUB1B
NP_001202.4	BUB1B
O60566	BUB1B
SSK1	BUB1B
CCDS58363.1	C15orf65
ENSG00000261652.2	C15orf65
FLJ27352	C15orf65
H3BRN8	C15orf65
NM_001198784.1	C15orf65
NP_001185713	C15orf65
CACH3	CACNA1D
CACN4	CACNA1D
CACNL1A2	CACNA1D
CCDS2872.1	CACNA1D
CCHL1A2	CACNA1D
Cav1.3	CACNA1D
ENSG00000157388.16	CACNA1D
Q01668	CACNA1D
CCDS12288.1	CALR
CRT	CALR
ENSG00000179218.13	CALR
FLJ26680	CALR
NM_004343.3	CALR
NP_004334	CALR
P27797	CALR
RO	CALR
SSA	CALR
cC1qR	CALR
CCDS30576.1	CAMTA1
ENSG00000171735.18	CAMTA1
KIAA0833	CAMTA1
NM_015215.3	CAMTA1
NP_056030	CAMTA1
NP_001336537.1	CAMTA1
Q9Y6Y1	CAMTA1
CCDS11760.1	CANT1
ENSG00000171302.16	CANT1
NM_138793.3	CANT1
NP_001153245	CANT1
NP_620148	CANT1
Q8WVQ1	CANT1
SCAN-1	CANT1
SHAPY	CANT1
BIMP3	CARD11
CARMA1	CARD11
CCDS5336.2	CARD11
ENSG00000198286.9	CARD11
NM_032415.5	CARD11
NP_001311210	CARD11
NP_115791	CARD11
Q9BXL7	CARD11
CARS1	CARS
CCDS41600.1	CARS
ENSG00000110619.17	CARS
NM_001194997.1	CARS
NP_001014437	CARS
NP_001181926.1	CARS
P49589	CARS
CCDS3836.1	CASP3
CPP32	CASP3
CPP32B	CASP3
ENSG00000164305.18	CASP3
NM_004346.3	CASP3
NP_004337	CASP3
NP_001341709.1	CASP3
NP_001341707.1	CASP3
NP_001341706.1	CASP3
P42574	CASP3
Yama	CASP3
apopain	CASP3
CCDS42798.1	CASP8
Casp-8	CASP8
ENSG00000064012.21	CASP8
FLICE	CASP8
MACH	CASP8
MCH5	CASP8
NM_001080125.1	CASP8
NP_001073594	CASP8
Q14790	CASP8
APAF-3	CASP9
CCDS158.1	CASP9
ENSG00000132906.17	CASP9
ICE-LAP6	CASP9
MCH6	CASP9
NM_001229.4	CASP9
NP_001220	CASP9
P55211	CASP9
PPP1R56	CASP9
CCDS10972.1	CBFA2T3
ENSG00000129993.14	CBFA2T3
ETO2	CBFA2T3
MTG16	CBFA2T3
MTGR2	CBFA2T3
NM_005187.5	CBFA2T3
NP_005178	CBFA2T3
O75081	CBFA2T3
RUNX1T3	CBFA2T3
ZMYND4	CBFA2T3
CCDS45508.1	CBFB
ENSG00000067955.13	CBFB
NM_022845.2	CBFB
NP_074036	CBFB
PEBP2B	CBFB
Q13951	CBFB
CBL2	CBL
CCDS8418.1	CBL
ENSG00000110395.6	CBL
NM_005188.3	CBL
NP_005179	CBL
P22681	CBL
RNF55	CBL
c-Cbl	CBL
CCDS2948.1	CBLB
Cbl-b	CBLB
ENSG00000114423.19	CBLB
NM_170662.4	CBLB
NP_001308717	CBLB
NP_733762	CBLB
NP_001308745.1	CBLB
NP_001308736.1	CBLB
NP_001308723.1	CBLB
NP_001308749.1	CBLB
NP_001308720.1	CBLB
NP_001308740.1	CBLB
NP_001308728.1	CBLB
NP_001308727.1	CBLB
NP_001308735.1	CBLB
NP_001308726.1	CBLB
NP_001308722.1	CBLB
NP_001308724.1	CBLB
NP_001308751.1	CBLB
NP_001308725.1	CBLB
NP_001308737.1	CBLB
Q13191	CBLB
RNF56	CBLB
CBL-3	CBLC
CBL-SL	CBLC
CCDS12643.1	CBLC
ENSG00000142273.11	CBLC
NM_012116.3	CBLC
NP_036248	CBLC
Q9ULV8	CBLC
RNF57	CBLC
CCDS7257.1	CCDC6
D10S170	CCDC6
ENSG00000108091.10	CCDC6
H4	CCDC6
NM_005436.4	CCDC6
NP_005427	CCDC6
PTC	CCDC6
Q16204	CCDC6
TPC	CCDC6
TST1	CCDC6
C14orf18	CCNB1IP1
CCDS9547.1	CCNB1IP1
ENSG00000100814.17	CCNB1IP1
HEI10	CCNB1IP1
NM_182852.3	CCNB1IP1
NP_878272	CCNB1IP1
Q9NPC3	CCNB1IP1
CCDS34502.1	CCNC
CycC	CCNC
ENSG00000112237.12	CCNC
NM_005190.3	CCNC
NP_005181	CCNC
P24863	CCNC
BCL1	CCND1
CCDS8191.1	CCND1
D11S287E	CCND1
ENSG00000110092.3	CCND1
NM_053056.2	CCND1
NP_444284	CCND1
P24385	CCND1
PRAD1	CCND1
U21B31	CCND1
CCDS8524.1	CCND2
ENSG00000118971.7	CCND2
NM_001759.3	CCND2
NP_001750	CCND2
P30279	CCND2
CCDS4863.1	CCND3
ENSG00000112576.12	CCND3
NM_001760.4	CCND3
NP_001751	CCND3
P30281	CCND3
CCDS12419.1	CCNE1
CCNE	CCNE1
ENSG00000105173.13	CCNE1
NM_001322261.1	CCNE1
NP_001229	CCNE1
NP_001309190.1	CCNE1
NP_001309188.1	CCNE1
P24864	CCNE1
CC-CKR-4	CCR4
CCDS2656.1	CCR4
CD194	CCR4
CKR4	CCR4
CMKBR4	CCR4
ChemR13	CCR4
ENSG00000183813.6	CCR4
NM_005508.4	CCR4
NP_005499	CCR4
P51679	CCR4
k5-5	CCR4
BLR2	CCR7
CCDS11369.1	CCR7
CD197	CCR7
CDw197	CCR7
CMKBR7	CCR7
EBI1	CCR7
ENSG00000126353.3	CCR7
NM_001838.3	CCR7
NP_001829	CCR7
P32248	CCR7
CCDS12186.1	CD209
CDSIGN	CD209
CLEC4L	CD209
DC-SIGN	CD209
DC-SIGN1	CD209
ENSG00000090659.17	CD209
NM_021155.3	CD209
NP_066978	CD209
Q9NNX6	CD209
B7-H	CD274
B7-H1	CD274
B7H1	CD274
CCDS6464.1	CD274
ENSG00000120217.13	CD274
NM_014143.3	CD274
NP_054862	CD274
PD-L1	CD274
PDCD1LG1	CD274
PDL1	CD274
Q9NZQ7	CD274
CCDS2361.1	CD28
ENSG00000178562.17	CD28
NM_006139.3	CD28
NP_006130	CD28
NP_001230006.1	CD28
P10747	CD28
CCDS47309.1	CD74
DHLAG	CD74
ENSG00000019582.14	CD74
NM_001025159.2	CD74
NP_001020330	CD74
P04233	CD74
CCDS12589.1	CD79A
ENSG00000105369.9	CD79A
IGA	CD79A
MB-1	CD79A
NM_001783.3	CD79A
NP_001774	CD79A
P11912	CD79A
B29	CD79B
CCDS42372.1	CD79B
ENSG00000007312.12	CD79B
IGB	CD79B
NM_001039933.1	CD79B
NP_001035022	CD79B
P40259	CD79B
C1orf28	CDC73
CCDS1382.1	CDC73
ENSG00000134371.11	CDC73
FIHP	CDC73
HRPT1	CDC73
HRPT2	CDC73
NM_024529.4	CDC73
NP_078805	CDC73
Q6P1J9	CDC73
parafibromin	CDC73
CCDS10869.1	CDH1
CD324	CDH1
ENSG00000039068.18	CDH1
NM_004360.4	CDH1
NP_004351	CDH1
P12830	CDH1
UVO	CDH1
uvomorulin	CDH1
CCDS3892.1	CDH10
ENSG00000040731.10	CDH10
NM_006727.4	CDH10
NP_006718	CDH10
NP_001304153.1	CDH10
NP_001304151.1	CDH10
Q9Y6N8	CDH10
CAD11	CDH11
CCDS10803.1	CDH11
ENSG00000140937.13	CDH11
NM_001797.3	CDH11
NP_001788	CDH11
OB	CDH11
P55287	CDH11
CCDS6260.1	CDH17
ENSG00000079112.9	CDH17
HPT-1	CDH17
NM_004063.3	CDH17
NP_004054	CDH17
Q12864	CDH17
cadherin	CDH17
CCDS11337.1	CDK12
CRK7	CDK12
CRKR	CDK12
CRKRS	CDK12
ENSG00000167258.13	CDK12
KIAA0904	CDK12
NM_016507.3	CDK12
NP_057591	CDK12
Q9NYV4	CDK12
CCDS8953.1	CDK4
ENSG00000135446.16	CDK4
NM_000075.3	CDK4
NP_000066	CDK4
P11802	CDK4
PSK-J3	CDK4
CCDS5628.1	CDK6
ENSG00000105810.9	CDK6
NM_001259.6	CDK6
NP_001250	CDK6
PLSTIRE	CDK6
Q00534	CDK6
CAP20	CDKN1A
CCDS4824.1	CDKN1A
CDKN1	CDKN1A
CIP1	CDKN1A
ENSG00000124762.13	CDKN1A
NM_001220778.1	CDKN1A
NP_001207707	CDKN1A
P21	CDKN1A
P38936	CDKN1A
SDI1	CDKN1A
WAF1	CDKN1A
p21	CDKN1A
p21CIP1	CDKN1A
p21Cip1/Waf1	CDKN1A
CCDS8653.1	CDKN1B
ENSG00000111276.10	CDKN1B
KIP1	CDKN1B
NM_004064.4	CDKN1B
NP_004055	CDKN1B
P27KIP1	CDKN1B
P46527	CDKN1B
ARF	CDKN2A
CCDS56565.1	CDKN2A
CDK4I	CDKN2A
CDKN2	CDKN2A
CMM2	CDKN2A
ENSG00000147889.17	CDKN2A
INK4	CDKN2A
INK4a	CDKN2A
MLM	CDKN2A
MTS1	CDKN2A
NP_001182061.1	CDKN2A
P42771	CDKN2A
p14	CDKN2A
p14ARF	CDKN2A
p16	CDKN2A
p16INK4a	CDKN2A
p19	CDKN2A
p19Arf	CDKN2A
CCDS555.1	CDKN2C
ENSG00000123080.10	CDKN2C
INK4C	CDKN2C
P42773	CDKN2C
p18	CDKN2C
CCDS9328.1	CDX2
CDX3	CDX2
ENSG00000165556.9	CDX2
NM_001265.4	CDX2
NP_001256	CDX2
NP_001256.3	CDX2
Q99626	CDX2
C/EBP-alpha	CEBPA
CCDS54243.1	CEBPA
CEBP	CEBPA
ENSG00000245848.2	CEBPA
NM_004364.4	CEBPA
NP_004355	CEBPA
NP_001272758.1	CEBPA
NP_001274364.1	CEBPA
NP_001274353.1	CEBPA
P49715	CEBPA
CCDC123	CEP89
CCDS32987.1	CEP89
ENSG00000121289.17	CEP89
FLJ14640	CEP89
NM_032816.4	CEP89
NP_116205	CEP89
Q96ST8	CEP89
CCDS34895.1	CHCHD7
COX23	CHCHD7
ENSG00000170791.17	CHCHD7
MGC2217	CHCHD7
NM_001011668.2	CHCHD7
NP_001011668	CHCHD7
Q9BUK0	CHCHD7
CCDS10374.2	CHD2
DKFZp547I1315	CHD2
DKFZp686E01200	CHD2
DKFZp781D1727	CHD2
ENSG00000173575.20	CHD2
FLJ38614	CHD2
NM_001271.3	CHD2
NP_001262	CHD2
O14647	CHD2
CCDS8552.1	CHD4
ENSG00000111642.15	CHD4
Mi-2b	CHD4
Mi2-BETA	CHD4
NM_001273.3	CHD4
NP_001264	CHD4
CCDS33629.1	CHEK2
CDS1	CHEK2
CHK2	CHEK2
ENSG00000183765.20	CHEK2
HuCds1	CHEK2
NM_001005735.1	CHEK2
NP_001005735	CHEK2
O96017	CHEK2
PP1425	CHEK2
RAD53	CHEK2
